traffic_type,packet_size,interval_ms,num_stations,ru,mcs,throughput_mbps,mean_delay_ms,mean_jitter_ms,packet_loss_rate,priority,twt_ms
VPN,900,80,20,5,3,0.000810,0.664906,0.952044,0.000000,1,60
IoT,64,1000,20,5,3,0.000810,1.009025,1.113259,0.000000,0,280
VoIP,160,20,20,5,6,0.075321,0.421432,0.272352,0.000000,3,8
Video,1400,40,20,5,6,0.286560,0.242999,0.230307,0.000000,2,20
HTTP,800,100,20,5,6,0.066800,0.698152,0.394961,0.000000,1,55
VPN,900,80,20,5,6,0.093427,0.570794,0.365350,0.000000,1,60
IoT,64,1000,20,5,6,0.075326,0.453288,0.272878,0.000000,0,280
VoIP,160,20,20,5,6,0.286579,0.249356,0.238968,0.000000,3,8
Video,1400,40,20,5,6,0.066814,0.712785,0.441672,0.000000,2,20
HTTP,800,100,20,5,6,0.093442,0.605812,0.343028,0.000000,1,55
VPN,900,80,20,5,6,0.075325,0.475756,0.270452,0.000000,1,60
IoT,64,1000,20,5,6,0.286583,0.238803,0.222782,0.000000,0,280
VoIP,160,20,20,5,6,0.066828,0.743682,0.424708,0.000000,3,8
Video,1400,40,20,5,6,0.093459,0.611168,0.362406,0.000000,2,20
HTTP,800,100,20,5,6,0.075327,0.460215,0.285445,0.000000,1,55
VPN,900,80,20,5,6,0.286625,0.233690,0.211865,0.000000,1,60
IoT,64,1000,20,5,6,0.066834,0.687542,0.419081,0.000000,0,280
VoIP,160,20,20,5,6,0.093474,0.653019,0.448560,0.000000,3,8
Video,1400,40,20,5,6,0.000810,1.174797,1.285450,0.000000,2,20
HTTP,800,100,20,5,6,0.000810,1.118738,1.150915,0.000000,1,55
VPN,900,80,20,5,6,0.000810,0.946655,0.944355,0.000000,1,60
IoT,64,1000,20,5,6,0.000810,1.320216,1.268473,0.000000,0,280
VoIP,160,20,20,5,9,0.075322,0.429801,0.277749,0.000000,3,8
Video,1400,40,20,5,9,0.286560,0.293156,0.285069,0.000000,2,20
HTTP,800,100,20,5,9,0.066801,0.713581,0.495042,0.000000,1,55
VPN,900,80,20,5,9,0.093424,0.576519,0.366411,0.000000,1,60
IoT,64,1000,20,5,9,0.075323,0.456417,0.284233,0.000000,0,280
VoIP,160,20,20,5,9,0.286579,0.252707,0.254559,0.000000,3,8
Video,1400,40,20,5,9,0.066813,0.649526,0.374285,0.000000,2,20
HTTP,800,100,20,5,9,0.093445,0.648192,0.427616,0.000000,1,55
VPN,900,80,20,5,9,0.075329,0.466082,0.265896,0.000000,1,60
IoT,64,1000,20,5,9,0.286600,0.228647,0.213748,0.000000,0,280
VoIP,160,20,20,5,9,0.066823,0.670574,0.455402,0.000000,3,8
Video,1400,40,20,5,9,0.093459,0.597268,0.350057,0.000000,2,20
HTTP,800,100,20,5,9,0.075331,0.492111,0.312596,0.000000,1,55
VPN,900,80,20,5,9,0.286625,0.229678,0.201296,0.000000,1,60
IoT,64,1000,20,5,9,0.066835,0.654979,0.394451,0.000000,0,280
VoIP,160,20,20,5,9,0.093469,0.621378,0.384855,0.000000,3,8
Video,1400,40,20,5,9,0.000810,0.930612,1.016385,0.000000,2,20
HTTP,800,100,20,5,9,0.000809,1.845513,1.647221,0.000000,1,55
VPN,900,80,20,5,9,0.000809,1.221197,1.255403,0.000000,1,60
IoT,64,1000,20,5,9,0.000810,1.318400,1.378549,0.000000,0,280
VoIP,160,20,20,5,11,0.075321,0.430101,0.268241,0.000000,3,8
Video,1400,40,20,5,11,0.286560,0.267589,0.249407,0.000000,2,20
HTTP,800,100,20,5,11,0.066804,0.653646,0.390902,0.000000,1,55
VPN,900,80,20,5,11,0.093424,0.613924,0.366084,0.000000,1,60
IoT,64,1000,20,5,11,0.075324,0.450174,0.275850,0.000000,0,280
VoIP,160,20,20,5,11,0.286579,0.242670,0.240151,0.000000,3,8
Video,1400,40,20,5,11,0.066811,0.646987,0.396314,0.000000,2,20
HTTP,800,100,20,5,11,0.093441,0.610875,0.375160,0.000000,1,55
VPN,900,80,20,5,11,0.075328,0.465759,0.267298,0.000000,1,60
IoT,64,1000,20,5,11,0.286600,0.230908,0.199844,0.000000,0,280
VoIP,160,20,20,5,11,0.066825,0.642132,0.415357,0.000000,3,8
Video,1400,40,20,5,11,0.093461,0.597448,0.338915,0.000000,2,20
HTTP,800,100,20,5,11,0.075331,0.481182,0.297316,0.000000,1,55
VPN,900,80,20,5,11,0.286625,0.208600,0.183563,0.000000,1,60
IoT,64,1000,20,5,11,0.066839,0.677653,0.397617,0.000000,0,280
VoIP,160,20,20,5,11,0.093474,0.560819,0.340275,0.000000,3,8
Video,1400,40,20,5,11,0.000810,1.381635,1.346433,0.000000,2,20
HTTP,800,100,20,5,11,0.000810,0.830923,0.738439,0.000000,1,55
VPN,900,80,20,5,11,0.000810,0.837409,1.067631,0.000000,1,60
IoT,64,1000,20,5,11,0.000810,0.875122,1.006524,0.000000,0,280
VoIP,160,20,20,8,0,0.075321,0.440450,0.285379,0.000000,3,8
Video,1400,40,20,8,0,0.286560,0.247560,0.243325,0.000000,2,20
HTTP,800,100,20,8,0,0.066803,0.608416,0.314322,0.000000,1,55
VPN,900,80,20,8,0,0.093428,0.529729,0.315803,0.000000,1,60
IoT,64,1000,20,8,0,0.075322,0.456992,0.258350,0.000000,0,280
VoIP,160,20,20,8,0,0.286579,0.272879,0.263362,0.000000,3,8
Video,1400,40,20,8,0,0.066811,0.700707,0.477606,0.000000,2,20
HTTP,800,100,20,8,0,0.093447,0.595354,0.381015,0.000000,1,55
VPN,900,80,20,8,0,0.075329,0.483475,0.278059,0.000000,1,60
IoT,64,1000,20,8,0,0.286600,0.220542,0.185885,0.000000,0,280
VoIP,160,20,20,8,0,0.066827,0.771472,0.431306,0.000000,3,8
Video,1400,40,20,8,0,0.093455,0.616087,0.327276,0.000000,2,20
HTTP,800,100,20,8,0,0.075325,0.460240,0.281910,0.000000,1,55
VPN,900,80,20,8,0,0.286625,0.219368,0.200579,0.000000,1,60
IoT,64,1000,20,8,0,0.066840,0.725314,0.446038,0.000000,0,280
VoIP,160,20,20,8,0,0.093474,0.528636,0.282913,0.000000,3,8
Video,1400,40,20,8,0,0.000810,1.196081,1.259403,0.000000,2,20
HTTP,800,100,20,8,0,0.000810,0.972954,0.801562,0.000000,1,55
VPN,900,80,20,8,0,0.000810,0.542374,0.543821,0.000000,1,60
IoT,64,1000,20,8,0,0.000810,1.065475,1.199832,0.000000,0,280
VoIP,160,20,20,8,3,0.075323,0.450293,0.277109,0.000000,3,8
Video,1400,40,20,8,3,0.286560,0.275470,0.269316,0.000000,2,20
HTTP,800,100,20,8,3,0.066802,0.735554,0.454308,0.000000,1,55
VPN,900,80,20,8,3,0.093429,0.584509,0.398092,0.000000,1,60
IoT,64,1000,20,8,3,0.075325,0.465434,0.275391,0.000000,0,280
VoIP,160,20,20,8,3,0.286579,0.274362,0.286476,0.000000,3,8
Video,1400,40,20,8,3,0.066808,0.701508,0.441785,0.000000,2,20
HTTP,800,100,20,8,3,0.093447,0.602126,0.349812,0.000000,1,55
VPN,900,80,20,8,3,0.075327,0.494845,0.293300,0.000000,1,60
IoT,64,1000,20,8,3,0.286600,0.242674,0.224190,0.000000,0,280
VoIP,160,20,20,8,3,0.066825,0.703442,0.375394,0.000000,3,8
Video,1400,40,20,8,3,0.093458,0.588062,0.354730,0.000000,2,20
HTTP,800,100,20,8,3,0.075329,0.461259,0.261672,0.000000,1,55
VPN,900,80,20,8,3,0.286625,0.225810,0.215867,0.000000,1,60
IoT,64,1000,20,8,3,0.066836,0.619359,0.336591,0.000000,0,280
VoIP,160,20,20,8,3,0.093473,0.608587,0.346260,0.000000,3,8
Video,1400,40,20,8,3,0.000810,1.195034,1.513133,0.000000,2,20
HTTP,800,100,20,8,3,0.000810,1.307822,1.337384,0.000000,1,55
VPN,900,80,20,8,3,0.000810,1.000228,0.822082,0.000000,1,60
IoT,64,1000,20,8,3,0.000810,0.904820,0.755453,0.000000,0,280
VoIP,160,20,20,8,6,0.075323,0.435071,0.284277,0.000000,3,8
Video,1400,40,20,8,6,0.286560,0.271229,0.271701,0.000000,2,20
HTTP,800,100,20,8,6,0.066800,0.696592,0.425029,0.000000,1,55
VPN,900,80,20,8,6,0.093429,0.501121,0.307568,0.000000,1,60
IoT,64,1000,20,8,6,0.075322,0.456997,0.259801,0.000000,0,280
VoIP,160,20,20,8,6,0.286579,0.286397,0.298083,0.000000,3,8
Video,1400,40,20,8,6,0.066811,0.691449,0.400030,0.000000,2,20
HTTP,800,100,20,8,6,0.093441,0.647296,0.380147,0.000000,1,55
VPN,900,80,20,8,6,0.075327,0.474167,0.265622,0.000000,1,60
IoT,64,1000,20,8,6,0.286600,0.246019,0.214688,0.000000,0,280
VoIP,160,20,20,8,6,0.066829,0.704688,0.411947,0.000000,3,8
Video,1400,40,20,8,6,0.093454,0.636264,0.380921,0.000000,2,20
HTTP,800,100,20,8,6,0.075329,0.459455,0.304351,0.000000,1,55
VPN,900,80,20,8,6,0.286625,0.227383,0.196201,0.000000,1,60
IoT,64,1000,20,8,6,0.066839,0.691362,0.431988,0.000000,0,280
VoIP,160,20,20,8,6,0.093474,0.634286,0.435262,0.000000,3,8
Video,1400,40,20,8,6,0.000810,1.703144,1.619094,0.000000,2,20
HTTP,800,100,20,8,6,0.000810,0.898723,0.943086,0.000000,1,55
VPN,900,80,20,8,6,0.000810,0.815525,0.908468,0.000000,1,60
IoT,64,1000,20,8,6,0.000810,1.420511,1.793428,0.000000,0,280
VoIP,160,20,20,8,9,0.075322,0.451856,0.296110,0.000000,3,8
Video,1400,40,20,8,9,0.286560,0.262881,0.248453,0.000000,2,20
HTTP,800,100,20,8,9,0.066800,0.660628,0.378750,0.000000,1,55
VPN,900,80,20,8,9,0.093425,0.535966,0.340071,0.000000,1,60
IoT,64,1000,20,8,9,0.075325,0.455120,0.266411,0.000000,0,280
VoIP,160,20,20,8,9,0.286579,0.242378,0.224160,0.000000,3,8
Video,1400,40,20,8,9,0.066811,0.695992,0.444818,0.000000,2,20
HTTP,800,100,20,8,9,0.093441,0.600405,0.353226,0.000000,1,55
VPN,900,80,20,8,9,0.075329,0.476608,0.287760,0.000000,1,60
IoT,64,1000,20,8,9,0.286600,0.247427,0.223355,0.000000,0,280
VoIP,160,20,20,8,9,0.066828,0.703790,0.487444,0.000000,3,8
Video,1400,40,20,8,9,0.093461,0.625036,0.380995,0.000000,2,20
HTTP,800,100,20,8,9,0.075328,0.471953,0.293464,0.000000,1,55
VPN,900,80,20,8,9,0.286625,0.215100,0.191655,0.000000,1,60
IoT,64,1000,20,8,9,0.066835,0.678096,0.423327,0.000000,0,280
VoIP,160,20,20,8,9,0.093474,0.608426,0.386268,0.000000,3,8
Video,1400,40,20,8,9,0.000809,1.050654,1.188592,0.000000,2,20
HTTP,800,100,20,8,9,0.000810,0.894887,0.834969,0.000000,1,55
VPN,900,80,20,8,9,0.000809,1.123036,1.135351,0.000000,1,60
IoT,64,1000,20,8,9,0.000810,0.823148,0.621793,0.000000,0,280
VoIP,160,20,20,8,11,0.075321,0.443545,0.277574,0.000000,3,8
Video,1400,40,20,8,11,0.286559,0.287958,0.316060,0.000000,2,20
HTTP,800,100,20,8,11,0.066800,0.648717,0.405831,0.000000,1,55
VPN,900,80,20,8,11,0.093429,0.571946,0.351489,0.000000,1,60
IoT,64,1000,20,8,11,0.075321,0.455272,0.278741,0.000000,0,280
VoIP,160,20,20,8,11,0.286579,0.273196,0.269886,0.000000,3,8
Video,1400,40,20,8,11,0.066809,0.696869,0.444996,0.000000,2,20
HTTP,800,100,20,8,11,0.093441,0.595572,0.349090,0.000000,1,55
VPN,900,80,20,8,11,0.075327,0.463078,0.273321,0.000000,1,60
IoT,64,1000,20,8,11,0.286600,0.239705,0.208730,0.000000,0,280
VoIP,160,20,20,8,11,0.066827,0.672971,0.398675,0.000000,3,8
Video,1400,40,20,8,11,0.093458,0.663573,0.400266,0.000000,2,20
HTTP,800,100,20,8,11,0.075328,0.469924,0.301258,0.000000,1,55
VPN,900,80,20,8,11,0.286625,0.223925,0.214556,0.000000,1,60
IoT,64,1000,20,8,11,0.066832,0.695359,0.436805,0.000000,0,280
VoIP,160,20,20,8,11,0.093470,0.656762,0.415228,0.000000,3,8
Video,1400,40,20,8,11,0.000810,0.912320,0.829234,0.000000,2,20
HTTP,800,100,20,8,11,0.000810,1.200993,1.508976,0.000000,1,55
VPN,900,80,20,8,11,0.000810,1.094186,0.846253,0.000000,1,60
IoT,64,1000,20,8,11,0.000810,1.173626,1.007362,0.000000,0,280
VoIP,160,20,20,12,0,0.075322,0.453529,0.274391,0.000000,3,8
Video,1400,40,20,12,0,0.286560,0.254501,0.267190,0.000000,2,20
HTTP,800,100,20,12,0,0.066801,0.657032,0.348197,0.000000,1,55
VPN,900,80,20,12,0,0.093426,0.567516,0.396719,0.000000,1,60
IoT,64,1000,20,12,0,0.075320,0.455653,0.260123,0.000000,0,280
VoIP,160,20,20,12,0,0.286579,0.266179,0.287988,0.000000,3,8
Video,1400,40,20,12,0,0.066810,0.686052,0.400298,0.000000,2,20
HTTP,800,100,20,12,0,0.093442,0.605478,0.382261,0.000000,1,55
VPN,900,80,20,12,0,0.075328,0.473459,0.268881,0.000000,1,60
IoT,64,1000,20,12,0,0.286600,0.245841,0.205739,0.000000,0,280
VoIP,160,20,20,12,0,0.066825,0.750798,0.473909,0.000000,3,8
Video,1400,40,20,12,0,0.093455,0.685034,0.421847,0.000000,2,20
HTTP,800,100,20,12,0,0.075328,0.446323,0.279114,0.000000,1,55
VPN,900,80,20,12,0,0.286625,0.206349,0.167443,0.000000,1,60
IoT,64,1000,20,12,0,0.066837,0.662886,0.401517,0.000000,0,280
VoIP,160,20,20,12,0,0.093474,0.635655,0.361838,0.000000,3,8
Video,1400,40,20,12,0,0.000810,1.781055,1.733772,0.000000,2,20
HTTP,800,100,20,12,0,0.000809,1.204090,1.425109,0.000000,1,55
VPN,900,80,20,12,0,0.000810,0.937996,0.702348,0.000000,1,60
IoT,64,1000,20,12,0,0.000809,1.112120,1.119446,0.000000,0,280
VoIP,160,20,20,12,3,0.075322,0.423260,0.260690,0.000000,3,8
Video,1400,40,20,12,3,0.286560,0.256441,0.263550,0.000000,2,20
HTTP,800,100,20,12,3,0.066804,0.657960,0.383669,0.000000,1,55
VPN,900,80,20,12,3,0.093428,0.572259,0.326408,0.000000,1,60
IoT,64,1000,20,12,3,0.075325,0.451092,0.279831,0.000000,0,280
VoIP,160,20,20,12,3,0.286579,0.273375,0.279214,0.000000,3,8
Video,1400,40,20,12,3,0.066809,0.644010,0.441436,0.000000,2,20
HTTP,800,100,20,12,3,0.093446,0.566636,0.328293,0.000000,1,55
VPN,900,80,20,12,3,0.075326,0.465436,0.269004,0.000000,1,60
IoT,64,1000,20,12,3,0.286600,0.238991,0.208095,0.000000,0,280
VoIP,160,20,20,12,3,0.066828,0.661649,0.396205,0.000000,3,8
Video,1400,40,20,12,3,0.093457,0.611244,0.365889,0.000000,2,20
HTTP,800,100,20,12,3,0.075328,0.469564,0.281180,0.000000,1,55
VPN,900,80,20,12,3,0.286625,0.231573,0.223838,0.000000,1,60
IoT,64,1000,20,12,3,0.066834,0.758699,0.404531,0.000000,0,280
VoIP,160,20,20,12,3,0.093474,0.629965,0.420639,0.000000,3,8
Video,1400,40,20,12,3,0.000810,0.692466,0.702562,0.000000,2,20
HTTP,800,100,20,12,3,0.000810,1.097729,0.607833,0.000000,1,55
VPN,900,80,20,12,3,0.000810,1.334625,1.439911,0.000000,1,60
IoT,64,1000,20,12,3,0.000809,0.849766,1.009345,0.000000,0,280
VoIP,160,20,20,12,6,0.075321,0.434855,0.268576,0.000000,3,8
Video,1400,40,20,12,6,0.286560,0.259559,0.262350,0.000000,2,20
HTTP,800,100,20,12,6,0.066801,0.604063,0.328002,0.000000,1,55
VPN,900,80,20,12,6,0.093428,0.573246,0.346557,0.000000,1,60
IoT,64,1000,20,12,6,0.075325,0.472721,0.304411,0.000000,0,280
VoIP,160,20,20,12,6,0.286579,0.266913,0.273236,0.000000,3,8
Video,1400,40,20,12,6,0.066813,0.630754,0.404827,0.000000,2,20
HTTP,800,100,20,12,6,0.093444,0.608750,0.351853,0.000000,1,55
VPN,900,80,20,12,6,0.075327,0.472535,0.273109,0.000000,1,60
IoT,64,1000,20,12,6,0.286600,0.225278,0.187418,0.000000,0,280
VoIP,160,20,20,12,6,0.066826,0.705413,0.359503,0.000000,3,8
Video,1400,40,20,12,6,0.093457,0.675397,0.406340,0.000000,2,20
HTTP,800,100,20,12,6,0.075329,0.466040,0.283955,0.000000,1,55
VPN,900,80,20,12,6,0.286625,0.222808,0.211054,0.000000,1,60
IoT,64,1000,20,12,6,0.066838,0.703922,0.448226,0.000000,0,280
VoIP,160,20,20,12,6,0.093471,0.625236,0.404152,0.000000,3,8
Video,1400,40,20,12,6,0.000810,1.104696,1.257532,0.000000,2,20
HTTP,800,100,20,12,6,0.000810,1.106698,1.347990,0.000000,1,55
VPN,900,80,20,12,6,0.000810,0.753846,1.033979,0.000000,1,60
IoT,64,1000,20,12,6,0.000810,0.903465,0.722459,0.000000,0,280
VoIP,160,20,20,12,9,0.075321,0.430418,0.262071,0.000000,3,8
Video,1400,40,20,12,9,0.286560,0.276223,0.281617,0.000000,2,20
HTTP,800,100,20,12,9,0.066800,0.613057,0.420518,0.000000,1,55
VPN,900,80,20,12,9,0.093428,0.570684,0.350130,0.000000,1,60
IoT,64,1000,20,12,9,0.075322,0.471418,0.281512,0.000000,0,280
VoIP,160,20,20,12,9,0.286579,0.254020,0.255121,0.000000,3,8
Video,1400,40,20,12,9,0.066811,0.694222,0.448219,0.000000,2,20
HTTP,800,100,20,12,9,0.093444,0.594910,0.313621,0.000000,1,55
VPN,900,80,20,12,9,0.075328,0.493036,0.293408,0.000000,1,60
IoT,64,1000,20,12,9,0.286600,0.270642,0.251835,0.000000,0,280
VoIP,160,20,20,12,9,0.066826,0.687700,0.363146,0.000000,3,8
Video,1400,40,20,12,9,0.093459,0.629539,0.357006,0.000000,2,20
HTTP,800,100,20,12,9,0.075330,0.488448,0.316353,0.000000,1,55
VPN,900,80,20,12,9,0.286625,0.199757,0.166971,0.000000,1,60
IoT,64,1000,20,12,9,0.066834,0.721522,0.438753,0.000000,0,280
VoIP,160,20,20,12,9,0.093475,0.599891,0.392511,0.000000,3,8
Video,1400,40,20,12,9,0.000810,1.197955,1.292375,0.000000,2,20
HTTP,800,100,20,12,9,0.000809,1.607655,1.284808,0.000000,1,55
VPN,900,80,20,12,9,0.000810,1.146345,1.014520,0.000000,1,60
IoT,64,1000,20,12,9,0.000810,0.899493,0.982644,0.000000,0,280
VoIP,160,20,20,12,11,0.075321,0.434863,0.261135,0.000000,3,8
Video,1400,40,20,12,11,0.286559,0.259649,0.252728,0.000000,2,20
HTTP,800,100,20,12,11,0.066798,0.665188,0.408860,0.000000,1,55
VPN,900,80,20,12,11,0.093429,0.585103,0.373296,0.000000,1,60
IoT,64,1000,20,12,11,0.075324,0.452078,0.272749,0.000000,0,280
VoIP,160,20,20,12,11,0.286579,0.233871,0.233850,0.000000,3,8
Video,1400,40,20,12,11,0.066812,0.667705,0.404239,0.000000,2,20
HTTP,800,100,20,12,11,0.093447,0.630407,0.383124,0.000000,1,55
VPN,900,80,20,12,11,0.075329,0.472127,0.283487,0.000000,1,60
IoT,64,1000,20,12,11,0.286600,0.257113,0.228862,0.000000,0,280
VoIP,160,20,20,12,11,0.066825,0.707512,0.448010,0.000000,3,8
Video,1400,40,20,12,11,0.093457,0.603453,0.358979,0.000000,2,20
HTTP,800,100,20,12,11,0.075330,0.462281,0.283061,0.000000,1,55
VPN,900,80,20,12,11,0.286625,0.217018,0.208884,0.000000,1,60
IoT,64,1000,20,12,11,0.066837,0.685826,0.424886,0.000000,0,280
VoIP,160,20,20,12,11,0.093475,0.624511,0.382099,0.000000,3,8
Video,1400,40,20,12,11,0.000810,1.217064,1.012306,0.000000,2,20
HTTP,800,100,20,12,11,0.000810,1.042165,0.943437,0.000000,1,55
VPN,900,80,20,12,11,0.000810,1.181680,1.026111,0.000000,1,60
IoT,64,1000,20,12,11,0.000810,0.827234,0.949068,0.000000,0,280
VoIP,160,20,20,18,0,0.075323,0.416247,0.257503,0.000000,3,8
Video,1400,40,20,18,0,0.286560,0.235349,0.220195,0.000000,2,20
HTTP,800,100,20,18,0,0.066800,0.660261,0.397288,0.000000,1,55
VPN,900,80,20,18,0,0.093426,0.575219,0.354088,0.000000,1,60
IoT,64,1000,20,18,0,0.075323,0.452561,0.262089,0.000000,0,280
VoIP,160,20,20,18,0,0.286579,0.261907,0.253978,0.000000,3,8
Video,1400,40,20,18,0,0.066811,0.665792,0.435012,0.000000,2,20
HTTP,800,100,20,18,0,0.093437,0.530651,0.312217,0.000000,1,55
VPN,900,80,20,18,0,0.075327,0.477189,0.261971,0.000000,1,60
IoT,64,1000,20,18,0,0.286600,0.261452,0.237967,0.000000,0,280
VoIP,160,20,20,18,0,0.066826,0.706648,0.470528,0.000000,3,8
Video,1400,40,20,18,0,0.093460,0.642004,0.357404,0.000000,2,20
HTTP,800,100,20,18,0,0.075331,0.460893,0.282302,0.000000,1,55
VPN,900,80,20,18,0,0.286625,0.220481,0.211648,0.000000,1,60
IoT,64,1000,20,18,0,0.066838,0.716808,0.419245,0.000000,0,280
VoIP,160,20,20,18,0,0.093475,0.542199,0.313691,0.000000,3,8
Video,1400,40,20,18,0,0.000810,0.836488,0.818551,0.000000,2,20
HTTP,800,100,20,18,0,0.000809,0.906123,0.994934,0.000000,1,55
VPN,900,80,20,18,0,0.000810,1.467113,1.551630,0.000000,1,60
IoT,64,1000,20,18,0,0.000810,1.083535,1.000900,0.000000,0,280
VoIP,160,20,20,18,3,0.075322,0.441780,0.275984,0.000000,3,8
Video,1400,40,20,18,3,0.286560,0.269476,0.264283,0.000000,2,20
HTTP,800,100,20,18,3,0.066800,0.608238,0.374127,0.000000,1,55
VPN,900,80,20,18,3,0.093428,0.515862,0.290978,0.000000,1,60
IoT,64,1000,20,18,3,0.075322,0.452638,0.278444,0.000000,0,280
VoIP,160,20,20,18,3,0.286579,0.253189,0.249471,0.000000,3,8
Video,1400,40,20,18,3,0.066808,0.672477,0.430359,0.000000,2,20
HTTP,800,100,20,18,3,0.093447,0.569336,0.358347,0.000000,1,55
VPN,900,80,20,18,3,0.075326,0.458317,0.256891,0.000000,1,60
IoT,64,1000,20,18,3,0.286600,0.220282,0.172016,0.000000,0,280
VoIP,160,20,20,18,3,0.066828,0.667647,0.418668,0.000000,3,8
Video,1400,40,20,18,3,0.093457,0.669065,0.450131,0.000000,2,20
HTTP,800,100,20,18,3,0.075330,0.479672,0.297315,0.000000,1,55
VPN,900,80,20,18,3,0.286625,0.206335,0.190788,0.000000,1,60
IoT,64,1000,20,18,3,0.066835,0.858674,0.562025,0.000000,0,280
VoIP,160,20,20,18,3,0.093474,0.590283,0.337949,0.000000,3,8
Video,1400,40,20,18,3,0.000810,0.492262,0.678059,0.000000,2,20
HTTP,800,100,20,18,3,0.000809,0.802448,0.721575,0.000000,1,55
VPN,900,80,20,18,3,0.000810,0.863011,0.634743,0.000000,1,60
IoT,64,1000,20,18,3,0.000810,1.210108,1.340395,0.000000,0,280
VoIP,160,20,20,18,6,0.075321,0.448939,0.271636,0.000000,3,8
Video,1400,40,20,18,6,0.286560,0.262096,0.245199,0.000000,2,20
HTTP,800,100,20,18,6,0.066801,0.738554,0.509321,0.000000,1,55
VPN,900,80,20,18,6,0.093425,0.511208,0.287207,0.000000,1,60
IoT,64,1000,20,18,6,0.075326,0.446578,0.272341,0.000000,0,280
VoIP,160,20,20,18,6,0.286579,0.219932,0.190630,0.000000,3,8
Video,1400,40,20,18,6,0.066811,0.612335,0.407751,0.000000,2,20
HTTP,800,100,20,18,6,0.093444,0.610220,0.381709,0.000000,1,55
VPN,900,80,20,18,6,0.075328,0.474185,0.271045,0.000000,1,60
IoT,64,1000,20,18,6,0.286600,0.246983,0.226107,0.000000,0,280
VoIP,160,20,20,18,6,0.066828,0.651677,0.455458,0.000000,3,8
Video,1400,40,20,18,6,0.093455,0.593628,0.304634,0.000000,2,20
HTTP,800,100,20,18,6,0.075330,0.486189,0.303266,0.000000,1,55
VPN,900,80,20,18,6,0.286625,0.221505,0.197377,0.000000,1,60
IoT,64,1000,20,18,6,0.066839,0.718349,0.474245,0.000000,0,280
VoIP,160,20,20,18,6,0.093474,0.642108,0.380637,0.000000,3,8
Video,1400,40,20,18,6,0.000809,1.912771,1.538412,0.000000,2,20
HTTP,800,100,20,18,6,0.000810,0.992617,0.623809,0.000000,1,55
VPN,900,80,20,18,6,0.000810,0.728672,0.824304,0.000000,1,60
IoT,64,1000,20,18,6,0.000809,1.004041,0.799970,0.000000,0,280
VoIP,160,20,20,18,9,0.075321,0.433212,0.276634,0.000000,3,8
Video,1400,40,20,18,9,0.286560,0.266974,0.265712,0.000000,2,20
HTTP,800,100,20,18,9,0.066803,0.641813,0.346406,0.000000,1,55
VPN,900,80,20,18,9,0.093424,0.615851,0.367668,0.000000,1,60
IoT,64,1000,20,18,9,0.075326,0.460439,0.266996,0.000000,0,280
VoIP,160,20,20,18,9,0.286579,0.242291,0.242609,0.000000,3,8
Video,1400,40,20,18,9,0.066813,0.689116,0.471898,0.000000,2,20
HTTP,800,100,20,18,9,0.093444,0.592342,0.340989,0.000000,1,55
VPN,900,80,20,18,9,0.075328,0.482219,0.284247,0.000000,1,60
IoT,64,1000,20,18,9,0.286600,0.231574,0.189515,0.000000,0,280
VoIP,160,20,20,18,9,0.066828,0.667025,0.413827,0.000000,3,8
Video,1400,40,20,18,9,0.093461,0.608047,0.329176,0.000000,2,20
HTTP,800,100,20,18,9,0.075330,0.462319,0.282760,0.000000,1,55
VPN,900,80,20,18,9,0.286625,0.235597,0.227655,0.000000,1,60
IoT,64,1000,20,18,9,0.066837,0.722071,0.496636,0.000000,0,280
VoIP,160,20,20,18,9,0.093472,0.610028,0.411454,0.000000,3,8
Video,1400,40,20,18,9,0.000810,1.040583,1.173006,0.000000,2,20
HTTP,800,100,20,18,9,0.000810,0.984963,1.080372,0.000000,1,55
VPN,900,80,20,18,9,0.000809,1.478895,1.664115,0.000000,1,60
IoT,64,1000,20,18,9,0.000810,1.206441,1.569955,0.000000,0,280
VoIP,160,20,20,18,11,0.075323,0.436299,0.269777,0.000000,3,8
Video,1400,40,20,18,11,0.286560,0.236565,0.221074,0.000000,2,20
HTTP,800,100,20,18,11,0.066801,0.735107,0.448029,0.000000,1,55
VPN,900,80,20,18,11,0.093425,0.609081,0.344343,0.000000,1,60
IoT,64,1000,20,18,11,0.075325,0.442137,0.272655,0.000000,0,280
VoIP,160,20,20,18,11,0.286579,0.248851,0.233826,0.000000,3,8
Video,1400,40,20,18,11,0.066813,0.620018,0.358663,0.000000,2,20
HTTP,800,100,20,18,11,0.093444,0.628220,0.349988,0.000000,1,55
VPN,900,80,20,18,11,0.075326,0.476987,0.281274,0.000000,1,60
IoT,64,1000,20,18,11,0.286600,0.246697,0.218111,0.000000,0,280
VoIP,160,20,20,18,11,0.066829,0.765368,0.498070,0.000000,3,8
Video,1400,40,20,18,11,0.093457,0.684354,0.418067,0.000000,2,20
HTTP,800,100,20,18,11,0.075331,0.477308,0.301278,0.000000,1,55
VPN,900,80,20,18,11,0.286625,0.232414,0.238371,0.000000,1,60
IoT,64,1000,20,18,11,0.066838,0.760707,0.484575,0.000000,0,280
VoIP,160,20,20,18,11,0.093467,0.593467,0.375338,0.000000,3,8
Video,1400,40,20,18,11,0.000809,0.960685,1.358108,0.000000,2,20
HTTP,800,100,20,18,11,0.000809,1.376378,0.957242,0.000000,1,55
